Student_ID,Enrolled_Courses
Student_0432,"HTML/CSS, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0433,"SQL, 머신러닝, 태블로 시각화"
Student_0434,"리액트, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0435,"데이터 분석, 태블로 시각화"
Student_0436,"HTML/CSS, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0437,"SQL, 머신러닝, 파이썬 기초"
Student_0438,"리액트, 자바스크립트"
Student_0439,"뷰(Vue), 웹 디자인 기초"
Student_0440,"HTML/CSS, 데이터 분석, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0441,"HTML/CSS, 리액트, 자바스크립트"
Student_0442,"HTML/CSS, SQL, 리액트, 뷰(Vue)"
Student_0443,"SQL, 데이터 분석, 머신러닝, 태블로 시각화"
Student_0444,"HTML/CSS, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0445,"데이터 분석, 파이썬 기초"
Student_0446,"머신러닝, 태블로 시각화"
Student_0447,"HTML/CSS, SQL, 데이터 분석, 머신러닝, 파이썬 기초"
Student_0448,"SQL, 데이터 분석, 파이썬 기초"
Student_0449,"SQL, 머신러닝"
Student_0450,"SQL, 데이터 분석, 태블로 시각화"
Student_0451,"SQL, 데이터 분석, 머신러닝, 태블로 시각화"
Student_0452,"HTML/CSS, 리액트"
Student_0453,"HTML/CSS, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0454,"SQL, 머신러닝, 태블로 시각화"
Student_0455,"SQL, 태블로 시각화"
Student_0456,"HTML/CSS, 리액트, 뷰(Vue), 웹 디자인 기초"
Student_0457,"SQL, 데이터 분석"
Student_0458,"리액트, 웹 디자인 기초, 자바스크립트"
Student_0459,"SQL, 데이터 분석, 태블로 시각화, 파이썬 기초"
Student_0460,"데이터 분석, 머신러닝, 파이썬 기초"
Student_0461,"뷰(Vue), 웹 디자인 기초"
Student_0462,"HTML/CSS, 리액트, 뷰(Vue), 웹 디자인 기초"
Student_0463,"HTML/CSS, 리액트"
Student_0464,"뷰(Vue), 웹 디자인 기초"
Student_0465,"SQL, 태블로 시각화"
Student_0466,"HTML/CSS, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0467,"HTML/CSS, 리액트"
Student_0468,"머신러닝, 파이썬 기초"
Student_0469,"SQL, 데이터 분석, 머신러닝, 태블로 시각화"
Student_0470,"데이터 분석, 파이썬 기초"
Student_0471,"리액트, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0472,"데이터 분석, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0473,"SQL, 웹 디자인 기초, 자바스크립트"
Student_0474,"HTML/CSS, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0475,"머신러닝, 파이썬 기초"
Student_0476,"데이터 분석, 머신러닝, 태블로 시각화"
Student_0477,"HTML/CSS, 리액트, 뷰(Vue), 자바스크립트"
Student_0478,"HTML/CSS, 뷰(Vue), 자바스크립트"
Student_0479,"SQL, 데이터 분석, 태블로 시각화"
Student_0480,"HTML/CSS, 데이터 분석, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0481,"데이터 분석, 머신러닝"
Student_0482,"SQL, 웹 디자인 기초, 태블로 시각화, 파이썬 기초"
Student_0483,"HTML/CSS, 리액트, 뷰(Vue)"
Student_0484,"SQL, 데이터 분석, 머신러닝"
Student_0485,"뷰(Vue), 자바스크립트, 태블로 시각화"
Student_0486,"데이터 분석, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0487,"SQL, 데이터 분석, 리액트"
Student_0488,"태블로 시각화, 파이썬 기초"
Student_0489,"뷰(Vue), 자바스크립트"
Student_0490,"HTML/CSS, 웹 디자인 기초"
Student_0491,"데이터 분석, 머신러닝, 태블로 시각화"
Student_0492,"HTML/CSS, 태블로 시각화, 파이썬 기초"
Student_0493,"리액트, 뷰(Vue), 자바스크립트"
Student_0494,"SQL, 데이터 분석, 머신러닝, 파이썬 기초"
Student_0495,"HTML/CSS, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0496,"데이터 분석, 머신러닝"
Student_0497,"SQL, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0498,"웹 디자인 기초, 자바스크립트"
Student_0499,"SQL, 데이터 분석, 머신러닝, 파이썬 기초"
Student_0500,"태블로 시각화, 파이썬 기초"
Student_0501,"데이터 분석, 머신러닝, 태블로 시각화"
Student_0502,"데이터 분석, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0503,"리액트, 자바스크립트"
Student_0504,"HTML/CSS, 리액트, 뷰(Vue), 자바스크립트"
Student_0505,"HTML/CSS, 자바스크립트"
Student_0506,"데이터 분석, 머신러닝, 자바스크립트, 태블로 시각화, 파이썬 기초"
Student_0507,"리액트, 뷰(Vue)"
Student_0508,"HTML/CSS, 리액트, 뷰(Vue), 자바스크립트"
Student_0509,"HTML/CSS, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0510,"SQL, 데이터 분석, 태블로 시각화, 파이썬 기초"
Student_0511,"SQL, 데이터 분석, 태블로 시각화, 파이썬 기초"
Student_0512,"HTML/CSS, 리액트, 웹 디자인 기초, 자바스크립트, 파이썬 기초"
Student_0513,"SQL, 머신러닝, 파이썬 기초"
Student_0514,"뷰(Vue), 자바스크립트"
Student_0515,"SQL, 머신러닝"
Student_0516,"머신러닝, 태블로 시각화, 파이썬 기초"
Student_0517,"HTML/CSS, 뷰(Vue)"
Student_0518,"HTML/CSS, 리액트, 웹 디자인 기초"
Student_0519,"SQL, 머신러닝, 태블로 시각화"
Student_0520,"HTML/CSS, 리액트, 뷰(Vue), 자바스크립트"
Student_0521,"머신러닝, 뷰(Vue)"
Student_0522,"SQL, 데이터 분석, 태블로 시각화, 파이썬 기초"
Student_0523,"웹 디자인 기초, 자바스크립트"
Student_0524,"데이터 분석, 태블로 시각화"
Student_0525,"머신러닝, 태블로 시각화"
Student_0526,"SQL, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0527,"데이터 분석, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0528,"SQL, 데이터 분석, 머신러닝"
Student_0529,"데이터 분석, 파이썬 기초"
Student_0530,"SQL, 머신러닝, 파이썬 기초"
Student_0531,"리액트, 태블로 시각화"
Student_0532,"HTML/CSS, 자바스크립트"
Student_0533,"데이터 분석, 머신러닝, 자바스크립트, 태블로 시각화, 파이썬 기초"
Student_0534,"뷰(Vue), 태블로 시각화, 파이썬 기초"
Student_0535,"머신러닝, 파이썬 기초"
Student_0536,"HTML/CSS, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0537,"데이터 분석, 뷰(Vue), 파이썬 기초"
Student_0538,"SQL, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0539,"데이터 분석, 머신러닝, 뷰(Vue), 태블로 시각화, 파이썬 기초"
Student_0540,"데이터 분석, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0541,"데이터 분석, 머신러닝, 태블로 시각화"
Student_0542,"웹 디자인 기초, 자바스크립트"
Student_0543,"HTML/CSS, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0544,"SQL, 데이터 분석, 태블로 시각화, 파이썬 기초"
Student_0545,"뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0546,"HTML/CSS, 리액트, 자바스크립트"
Student_0547,"SQL, 머신러닝, 파이썬 기초"
Student_0548,"HTML/CSS, 자바스크립트"
Student_0549,"SQL, 데이터 분석, 머신러닝, 파이썬 기초"
Student_0550,"웹 디자인 기초, 자바스크립트"
Student_0551,"HTML/CSS, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0552,"리액트, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0553,"데이터 분석, 뷰(Vue), 태블로 시각화"
Student_0554,"데이터 분석, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0555,"HTML/CSS, 뷰(Vue), 웹 디자인 기초"
Student_0556,"HTML/CSS, 뷰(Vue)"
Student_0557,"HTML/CSS, 데이터 분석, 자바스크립트"
Student_0558,"데이터 분석, 머신러닝"
Student_0559,"HTML/CSS, SQL, 데이터 분석, 웹 디자인 기초"
Student_0560,"리액트, 뷰(Vue)"
Student_0561,"머신러닝, 파이썬 기초"
Student_0562,"HTML/CSS, 리액트, 뷰(Vue), 자바스크립트"
Student_0563,"데이터 분석, 웹 디자인 기초"
Student_0564,"HTML/CSS, 데이터 분석"
Student_0565,"SQL, 데이터 분석, 파이썬 기초"
Student_0566,"HTML/CSS, 뷰(Vue), 자바스크립트"
Student_0567,"HTML/CSS, 리액트, 머신러닝, 웹 디자인 기초"
Student_0568,"데이터 분석, 머신러닝, 태블로 시각화"
Student_0569,"SQL, 머신러닝, 파이썬 기초"
Student_0570,"HTML/CSS, 뷰(Vue)"
Student_0571,"SQL, 태블로 시각화"
Student_0572,"데이터 분석, 머신러닝"
Student_0573,"리액트, 뷰(Vue)"
Student_0574,"SQL, 데이터 분석, 머신러닝, 자바스크립트, 파이썬 기초"
Student_0575,"뷰(Vue), 웹 디자인 기초, 태블로 시각화"
Student_0576,"HTML/CSS, 뷰(Vue), 자바스크립트"
Student_0577,"HTML/CSS, 웹 디자인 기초, 자바스크립트, 파이썬 기초"
Student_0578,"SQL, 머신러닝, 자바스크립트, 태블로 시각화, 파이썬 기초"
Student_0579,"HTML/CSS, 뷰(Vue)"
Student_0580,"SQL, 태블로 시각화, 파이썬 기초"
Student_0581,"SQL, 데이터 분석, 머신러닝, 뷰(Vue)"
Student_0582,"HTML/CSS, 리액트"
Student_0583,"HTML/CSS, 리액트"
Student_0584,"SQL, 데이터 분석, 태블로 시각화, 파이썬 기초"
Student_0585,"뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0586,"데이터 분석, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0587,"SQL, 머신러닝"
Student_0588,"데이터 분석, 머신러닝"
Student_0589,"HTML/CSS, 리액트, 뷰(Vue), 웹 디자인 기초, 태블로 시각화"
Student_0590,"SQL, 머신러닝, 파이썬 기초"
Student_0591,"HTML/CSS, 뷰(Vue), 웹 디자인 기초, 자바스크립트, 태블로 시각화"
Student_0592,"HTML/CSS, 웹 디자인 기초"
Student_0593,"리액트, 뷰(Vue), 자바스크립트"
Student_0594,"HTML/CSS, 뷰(Vue), 자바스크립트"
Student_0595,"HTML/CSS, 리액트, 뷰(Vue), 자바스크립트"
Student_0596,"SQL, 태블로 시각화, 파이썬 기초"
Student_0597,"리액트, 뷰(Vue), 웹 디자인 기초"
Student_0598,"SQL, 태블로 시각화"
Student_0599,"HTML/CSS, 자바스크립트, 태블로 시각화"
Student_0600,"뷰(Vue), 자바스크립트"
Student_0601,"HTML/CSS, 리액트, 뷰(Vue), 웹 디자인 기초, 태블로 시각화"
Student_0602,"SQL, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0603,"데이터 분석, 파이썬 기초"
Student_0604,"HTML/CSS, 머신러닝, 자바스크립트, 태블로 시각화"
Student_0605,"HTML/CSS, 뷰(Vue), 웹 디자인 기초"
Student_0606,"리액트, 뷰(Vue)"
Student_0607,"HTML/CSS, 리액트, 웹 디자인 기초"
Student_0608,"SQL, 데이터 분석, 태블로 시각화, 파이썬 기초"
Student_0609,"SQL, 자바스크립트, 태블로 시각화, 파이썬 기초"
Student_0610,"HTML/CSS, 리액트, 뷰(Vue), 자바스크립트"
Student_0611,"뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0612,"SQL, 머신러닝, 웹 디자인 기초, 태블로 시각화"
Student_0613,"뷰(Vue), 웹 디자인 기초, 태블로 시각화"
Student_0614,"HTML/CSS, 리액트, 자바스크립트"
Student_0615,"HTML/CSS, 리액트, 자바스크립트"
Student_0616,"머신러닝, 태블로 시각화"
Student_0617,"HTML/CSS, 리액트, 뷰(Vue), 자바스크립트"
Student_0618,"데이터 분석, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0619,"HTML/CSS, 리액트, 웹 디자인 기초"
Student_0620,"HTML/CSS, 리액트"
Student_0621,"리액트, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0622,"SQL, 머신러닝"
Student_0623,"SQL, 데이터 분석, 태블로 시각화"
Student_0624,"HTML/CSS, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0625,"데이터 분석, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0626,"SQL, 머신러닝"
Student_0627,"리액트, 뷰(Vue), 자바스크립트"
Student_0628,"SQL, 데이터 분석, 머신러닝, 뷰(Vue)"
Student_0629,"데이터 분석, 태블로 시각화"
Student_0630,"뷰(Vue), 자바스크립트"
Student_0631,"머신러닝, 태블로 시각화, 파이썬 기초"
Student_0632,"리액트, 자바스크립트, 파이썬 기초"
Student_0633,"리액트, 자바스크립트"
Student_0634,"SQL, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0635,"SQL, 데이터 분석, 머신러닝"
Student_0636,"HTML/CSS, 리액트, 머신러닝"
Student_0637,"데이터 분석, 태블로 시각화, 파이썬 기초"
Student_0638,"데이터 분석, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0639,"HTML/CSS, 리액트, 웹 디자인 기초"
Student_0640,"HTML/CSS, 리액트, 뷰(Vue), 웹 디자인 기초"
Student_0641,"SQL, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0642,"리액트, 뷰(Vue)"
Student_0643,"뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0644,"데이터 분석, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0645,"HTML/CSS, 리액트, 뷰(Vue), 자바스크립트"
Student_0646,"머신러닝, 파이썬 기초"
Student_0647,"HTML/CSS, 리액트, 자바스크립트, 파이썬 기초"
Student_0648,"SQL, 데이터 분석, 리액트, 자바스크립트"
Student_0649,"HTML/CSS, 리액트, 뷰(Vue), 웹 디자인 기초"
Student_0650,"데이터 분석, 리액트, 파이썬 기초"
Student_0651,"리액트, 웹 디자인 기초"
Student_0652,"SQL, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0653,"리액트, 웹 디자인 기초"
Student_0654,"HTML/CSS, 데이터 분석, 뷰(Vue)"
Student_0655,"데이터 분석, 머신러닝, 태블로 시각화"
Student_0656,"HTML/CSS, 뷰(Vue), 자바스크립트, 파이썬 기초"
Student_0657,"데이터 분석, 자바스크립트"
Student_0658,"SQL, 리액트, 웹 디자인 기초"
Student_0659,"HTML/CSS, 리액트, 웹 디자인 기초"
Student_0660,"머신러닝, 뷰(Vue), 웹 디자인 기초"
Student_0661,"SQL, 웹 디자인 기초, 태블로 시각화"
Student_0662,"리액트, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0663,"HTML/CSS, 리액트, 뷰(Vue), 웹 디자인 기초"
Student_0664,"HTML/CSS, 데이터 분석, 리액트, 뷰(Vue), 자바스크립트"
Student_0665,"HTML/CSS, 뷰(Vue), 자바스크립트"
Student_0666,"SQL, 태블로 시각화, 파이썬 기초"
Student_0667,"HTML/CSS, 웹 디자인 기초, 자바스크립트"
Student_0668,"뷰(Vue), 웹 디자인 기초"
Student_0669,"데이터 분석, 머신러닝, 자바스크립트, 파이썬 기초"
Student_0670,"SQL, 데이터 분석, 태블로 시각화, 파이썬 기초"
Student_0671,"HTML/CSS, 리액트, 뷰(Vue), 자바스크립트"
Student_0672,"리액트, 뷰(Vue), 웹 디자인 기초"
Student_0673,"HTML/CSS, SQL, 자바스크립트"
Student_0674,"데이터 분석, 리액트, 뷰(Vue), 웹 디자인 기초"
Student_0675,"HTML/CSS, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0676,"리액트, 머신러닝, 웹 디자인 기초"
Student_0677,"HTML/CSS, 뷰(Vue)"
Student_0678,"HTML/CSS, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0679,"SQL, 데이터 분석, 머신러닝, 파이썬 기초"
Student_0680,"웹 디자인 기초, 자바스크립트"
Student_0681,"SQL, 머신러닝, 태블로 시각화"
Student_0682,"SQL, 데이터 분석, 머신러닝, 태블로 시각화"
Student_0683,"뷰(Vue), 자바스크립트"
Student_0684,"HTML/CSS, 리액트, 뷰(Vue), 웹 디자인 기초"
Student_0685,"리액트, 웹 디자인 기초, 자바스크립트"
Student_0686,"HTML/CSS, 데이터 분석, 뷰(Vue), 자바스크립트"
Student_0687,"SQL, 머신러닝, 태블로 시각화"
Student_0688,"HTML/CSS, 리액트, 머신러닝, 뷰(Vue)"
Student_0689,"데이터 분석, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0690,"HTML/CSS, 리액트"
Student_0691,"HTML/CSS, 리액트, 뷰(Vue)"
Student_0692,"뷰(Vue), 웹 디자인 기초"
Student_0693,"HTML/CSS, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0694,"HTML/CSS, 리액트, 뷰(Vue), 자바스크립트"
Student_0695,"리액트, 뷰(Vue), 자바스크립트"
Student_0696,"HTML/CSS, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0697,"태블로 시각화, 파이썬 기초"
Student_0698,"SQL, 데이터 분석, 머신러닝, 뷰(Vue), 파이썬 기초"
Student_0699,"HTML/CSS, 자바스크립트"
Student_0700,"SQL, 리액트, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0701,"HTML/CSS, 웹 디자인 기초"
Student_0702,"데이터 분석, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0703,"SQL, 데이터 분석, 태블로 시각화"
Student_0704,"HTML/CSS, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0705,"HTML/CSS, 머신러닝, 웹 디자인 기초, 파이썬 기초"
Student_0706,"HTML/CSS, 뷰(Vue), 자바스크립트"
Student_0707,"SQL, 데이터 분석, 머신러닝, 파이썬 기초"
Student_0708,"HTML/CSS, 뷰(Vue), 웹 디자인 기초"
Student_0709,"데이터 분석, 리액트, 뷰(Vue), 파이썬 기초"
Student_0710,"HTML/CSS, 뷰(Vue)"
Student_0711,"HTML/CSS, SQL, 리액트, 뷰(Vue), 웹 디자인 기초"
Student_0712,"데이터 분석, 파이썬 기초"
Student_0713,"리액트, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0714,"HTML/CSS, SQL, 머신러닝, 파이썬 기초"
Student_0715,"HTML/CSS, 리액트, 뷰(Vue), 웹 디자인 기초"
Student_0716,"HTML/CSS, 리액트, 자바스크립트"
Student_0717,"머신러닝, 태블로 시각화, 파이썬 기초"
Student_0718,"SQL, 리액트, 머신러닝, 태블로 시각화"
Student_0719,"뷰(Vue), 웹 디자인 기초"
Student_0720,"머신러닝, 파이썬 기초"
Student_0721,"HTML/CSS, 머신러닝, 웹 디자인 기초"
Student_0722,"SQL, 데이터 분석, 태블로 시각화, 파이썬 기초"
Student_0723,"HTML/CSS, 자바스크립트"
Student_0724,"뷰(Vue), 웹 디자인 기초"
Student_0725,"SQL, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0726,"리액트, 웹 디자인 기초, 자바스크립트"
Student_0727,"SQL, 데이터 분석, 머신러닝, 파이썬 기초"
Student_0728,"리액트, 웹 디자인 기초, 자바스크립트"
Student_0729,"HTML/CSS, 웹 디자인 기초, 자바스크립트"
Student_0730,"SQL, 데이터 분석, 머신러닝, 파이썬 기초"
Student_0731,"데이터 분석, 머신러닝, 태블로 시각화"
Student_0732,"HTML/CSS, 자바스크립트"
Student_0733,"웹 디자인 기초, 자바스크립트"
Student_0734,"HTML/CSS, 웹 디자인 기초"
Student_0735,"HTML/CSS, 리액트, 뷰(Vue), 웹 디자인 기초"
Student_0736,"HTML/CSS, 리액트, 뷰(Vue), 웹 디자인 기초"
Student_0737,"SQL, 데이터 분석, 머신러닝, 파이썬 기초"
Student_0738,"HTML/CSS, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0739,"데이터 분석, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0740,"리액트, 웹 디자인 기초"
Student_0741,"리액트, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0742,"SQL, 데이터 분석, 태블로 시각화, 파이썬 기초"
Student_0743,"SQL, 데이터 분석, 머신러닝, 태블로 시각화"
Student_0744,"리액트, 웹 디자인 기초"
Student_0745,"HTML/CSS, 머신러닝, 뷰(Vue), 자바스크립트"
Student_0746,"HTML/CSS, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0747,"HTML/CSS, 웹 디자인 기초, 자바스크립트"
Student_0748,"뷰(Vue), 자바스크립트"
Student_0749,"HTML/CSS, 뷰(Vue), 웹 디자인 기초"
Student_0750,"HTML/CSS, 웹 디자인 기초, 자바스크립트, 태블로 시각화"
Student_0751,"SQL, 리액트, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0752,"뷰(Vue), 자바스크립트, 태블로 시각화, 파이썬 기초"
Student_0753,"SQL, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0754,"HTML/CSS, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0755,"뷰(Vue), 자바스크립트"
Student_0756,"머신러닝, 태블로 시각화"
Student_0757,"HTML/CSS, 뷰(Vue)"
Student_0758,"HTML/CSS, 뷰(Vue)"
Student_0759,"SQL, 뷰(Vue), 자바스크립트, 파이썬 기초"
Student_0760,"HTML/CSS, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0761,"데이터 분석, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0762,"리액트, 뷰(Vue)"
Student_0763,"SQL, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0764,"SQL, 머신러닝, 파이썬 기초"
Student_0765,"리액트, 뷰(Vue), 웹 디자인 기초"
Student_0766,"SQL, 데이터 분석, 머신러닝, 태블로 시각화"
Student_0767,"리액트, 뷰(Vue), 웹 디자인 기초"
Student_0768,"HTML/CSS, 리액트, 뷰(Vue), 자바스크립트"
Student_0769,"HTML/CSS, 자바스크립트"
Student_0770,"HTML/CSS, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0771,"데이터 분석, 머신러닝"
Student_0772,"SQL, 데이터 분석"
Student_0773,"리액트, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0774,"뷰(Vue), 웹 디자인 기초, 태블로 시각화"
Student_0775,"데이터 분석, 태블로 시각화"
Student_0776,"HTML/CSS, SQL, 뷰(Vue), 자바스크립트"
Student_0777,"리액트, 뷰(Vue), 웹 디자인 기초"
Student_0778,"SQL, 데이터 분석, 태블로 시각화, 파이썬 기초"
Student_0779,"HTML/CSS, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0780,"데이터 분석, 태블로 시각화, 파이썬 기초"
Student_0781,"HTML/CSS, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0782,"리액트, 머신러닝, 웹 디자인 기초, 태블로 시각화"
Student_0783,"리액트, 뷰(Vue)"
Student_0784,"HTML/CSS, 뷰(Vue)"
Student_0785,"SQL, 데이터 분석"
Student_0786,"SQL, 데이터 분석, 리액트, 태블로 시각화, 파이썬 기초"
Student_0787,"SQL, 머신러닝"
Student_0788,"뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0789,"SQL, 데이터 분석"
Student_0790,"HTML/CSS, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0791,"HTML/CSS, 리액트, 뷰(Vue), 웹 디자인 기초"
Student_0792,"SQL, 데이터 분석, 머신러닝"
Student_0793,"HTML/CSS, 리액트, 머신러닝, 뷰(Vue), 웹 디자인 기초"
Student_0794,"HTML/CSS, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0795,"SQL, 머신러닝, 자바스크립트, 태블로 시각화, 파이썬 기초"
Student_0796,"SQL, 태블로 시각화"
Student_0797,"SQL, 데이터 분석, 머신러닝, 태블로 시각화"
Student_0798,"머신러닝, 태블로 시각화"
Student_0799,"리액트, 뷰(Vue), 자바스크립트"
Student_0800,"HTML/CSS, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0801,"리액트, 웹 디자인 기초, 자바스크립트, 파이썬 기초"
Student_0802,"SQL, 데이터 분석, 태블로 시각화"
Student_0803,"HTML/CSS, SQL, 리액트, 뷰(Vue), 웹 디자인 기초"
Student_0804,"HTML/CSS, 리액트, 뷰(Vue), 자바스크립트"
Student_0805,"SQL, 데이터 분석, 웹 디자인 기초, 태블로 시각화, 파이썬 기초"
Student_0806,"SQL, 데이터 분석, 머신러닝, 태블로 시각화"
Student_0807,"HTML/CSS, 리액트, 뷰(Vue), 자바스크립트"
Student_0808,"HTML/CSS, 자바스크립트"
Student_0809,"HTML/CSS, 리액트, 뷰(Vue), 웹 디자인 기초"
Student_0810,"SQL, 데이터 분석, 머신러닝, 태블로 시각화"
Student_0811,"데이터 분석, 머신러닝, 태블로 시각화"
Student_0812,"리액트, 자바스크립트"
Student_0813,"웹 디자인 기초, 자바스크립트"
Student_0814,"머신러닝, 태블로 시각화, 파이썬 기초"
Student_0815,"HTML/CSS, 리액트"
Student_0816,"SQL, 데이터 분석, 파이썬 기초"
Student_0817,"데이터 분석, 리액트, 태블로 시각화"
Student_0818,"리액트, 뷰(Vue), 웹 디자인 기초"
Student_0819,"웹 디자인 기초, 자바스크립트"
Student_0820,"리액트, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0821,"HTML/CSS, 뷰(Vue)"
Student_0822,"SQL, 자바스크립트, 파이썬 기초"
Student_0823,"SQL, 태블로 시각화, 파이썬 기초"
Student_0824,"자바스크립트, 태블로 시각화, 파이썬 기초"
Student_0825,"HTML/CSS, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0826,"HTML/CSS, 뷰(Vue), 자바스크립트"
Student_0827,"HTML/CSS, 리액트, 자바스크립트"
Student_0828,"SQL, 데이터 분석, 머신러닝, 태블로 시각화"
Student_0829,"리액트, 머신러닝, 자바스크립트"
Student_0830,"HTML/CSS, 뷰(Vue), 웹 디자인 기초"
Student_0831,"데이터 분석, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0832,"HTML/CSS, 데이터 분석, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0833,"SQL, 데이터 분석, 머신러닝"
Student_0834,"데이터 분석, 파이썬 기초"
Student_0835,"데이터 분석, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0836,"뷰(Vue), 자바스크립트"
Student_0837,"데이터 분석, 머신러닝, 태블로 시각화, 파이썬 기초"
Student_0838,"HTML/CSS, 자바스크립트, 태블로 시각화"
Student_0839,"SQL, 데이터 분석, 태블로 시각화, 파이썬 기초"
Student_0840,"데이터 분석, 파이썬 기초"
Student_0841,"SQL, 데이터 분석"
Student_0842,"태블로 시각화, 파이썬 기초"
Student_0843,"HTML/CSS, 뷰(Vue), 웹 디자인 기초, 자바스크립트"
Student_0844,"HTML/CSS, 데이터 분석, 리액트, 뷰(Vue), 웹 디자인 기초"
Student_0845,"뷰(Vue), 자바스크립트"
Student_0846,"HTML/CSS, 리액트, 머신러닝, 파이썬 기초"
Student_0847,"HTML/CSS, 리액트, 자바스크립트"
Student_0848,"머신러닝, 태블로 시각화, 파이썬 기초"
Student_0849,"리액트, 뷰(Vue), 웹 디자인 기초"
Student_0850,"웹 디자인 기초, 자바스크립트"
Student_0851,"HTML/CSS, 리액트, 뷰(Vue), 자바스크립트"
Student_0852,"HTML/CSS, 리액트, 뷰(Vue), 자바스크립트"
Student_0853,"리액트, 뷰(Vue), 자바스크립트"
Student_0854,"SQL, 머신러닝, 파이썬 기초"
Student_0855,"데이터 분석, 파이썬 기초"
Student_0856,"HTML/CSS, 뷰(Vue)"
Student_0857,"HTML/CSS, 리액트, 웹 디자인 기초, 자바스크립트"
Student_0858,"뷰(Vue), 자바스크립트"
Student_0859,"HTML/CSS, 리액트, 뷰(Vue)"
